R,F,M,C,cluster
14.3,2,31.96,0.0,1
10.23,2,19.99,0.0,1
13.3,2,164.48,0.0,1
9.97,2,27.96,0.0,1
9.5,2,67.11,0.0,1
13.8,2,69.98,0.0,1
8.17,2,53.49,0.0,1
9.5,2,51.88,0.0,1
13.17,2,113.53,0.0,1
7.97,2,57.5,0.0,1
16.13,2,17.96,0.0,1
8.53,3,144.82,0.0,1
12.17,2,56.97,0.0,1
11.67,2,68.27,0.0,1
11.77,2,57.08,0.0,1
11.5,2,39.98,0.0,1
9.1,2,145.11,0.0,1
16.03,2,42.34,0.0,1
13.2,3,57.62,0.0,1
15.23,3,134.99,0.0,1
8.8,3,45.46,0.0,1
16.9,2,30.83,0.0,1
9.2,2,70.98,0.0,1
15.0,2,86.42,0.0,1
10.2,2,57.51,0.0,1
13.63,3,109.1,0.0,1
10.83,2,91.98,0.0237158,1
11.77,2,83.79,0.0,1
9.73,2,65.82,0.0,1
13.27,2,50.64,0.0,1
10.27,2,57.99,0.0,1
11.53,3,94.05,0.0,1
11.63,2,297.58,0.0,1
11.8,2,57.88,0.0,1
12.37,2,293.97,0.1078031,1
12.9,2,99.98,0.0,1
13.93,2,80.42,0.0,1
14.47,2,38.58,0.0,1
12.6,2,37.98,0.0,1
14.57,2,61.78,0.0,1
8.9,3,111.1,0.0,1
9.73,2,101.97,0.0,1
12.7,3,67.33,0.0,1
14.2,2,249.98,0.0,1
11.8,2,27.77,0.0,1
16.6,2,60.92,0.0,1
16.23,2,69.97,0.0,1
11.83,2,165.54,0.0,1
10.5,2,31.98,0.06525285,1
14.27,2,86.09,0.0,1
11.2,2,64.97,0.0,1
10.5,2,159.98,0.0909194,1
13.13,3,463.56,0.00970413333,1
13.33,2,80.43,0.0,1
12.2,2,7.94,0.0,1
10.53,3,59.97,0.0,1
14.77,2,27.98,0.0,1
12.47,2,47.74,0.0,1
9.27,3,253.71,0.0,1
9.43,2,100.96,0.0,1
10.67,2,157.97,0.0,1
14.5,2,113.38,0.0,1
14.6,2,91.82,0.0,1
9.07,2,51.0,0.0,1
14.27,2,149.78,0.0,1
16.1,2,193.05,0.0,1
15.23,2,120.47,0.0,1
8.4,2,85.98,0.0,1
9.13,2,139.97,0.0,1
12.5,3,72.64,0.0,1
9.5,2,509.93,0.04546135,0
14.6,2,193.76,0.0,1
10.07,2,352.2,0.0,1
11.03,2,72.98,0.0,1
17.1,2,100.98,0.0,1
9.47,2,64.87,0.0,1
9.77,3,149.21,0.0,1
10.8,2,56.82,0.0,1
10.37,2,93.2,0.0,1
10.67,2,74.1,0.0,1
14.4,2,189.98,0.0,1
9.7,2,70.42,0.0,1
8.47,2,134.08,0.0,1
12.2,2,65.52,0.0,1
15.57,2,63.33,0.0,1
9.13,2,56.96,0.0,1
11.77,2,57.07,0.0,1
15.03,2,56.2,0.0,1
13.8,3,79.76,0.0,1
13.43,2,48.62,0.0,1
16.4,2,185.79,0.0,1
12.47,2,249.98,0.0,1
14.27,3,58.52,0.0,1
10.57,2,56.33,0.0,1
14.73,2,144.28,0.0,1
12.03,2,199.98,0.0,1
8.77,2,64.78,0.0,1
15.57,2,39.48,0.0,1
11.43,2,59.98,0.0,1
10.77,2,77.23,0.0,1
15.8,2,59.98,0.0,1
8.03,2,34.98,0.0,1
12.4,2,97.4,0.0,1
10.27,2,52.88,0.0,1
13.9,2,83.97,0.0,1
14.77,2,18.04,0.0,1
15.77,2,38.8,0.0,1
13.13,2,43.88,0.0,1
9.47,2,214.95,0.0238148,1
10.47,2,463.56,0.01456295,1
14.33,2,104.56,0.0,1
8.8,2,83.42,0.0,1
13.07,2,104.9,0.0,1
16.83,2,57.98,0.0,1
11.6,2,57.17,0.0,1
14.4,2,549.67,0.0,1
12.73,2,219.98,0.0,1
9.27,2,328.52,0.0,1
15.0,2,288.04,0.0645874,1
9.83,2,39.96,0.0,1
9.17,2,478.56,0.0,0
14.5,2,354.06,0.0,1
11.87,2,34.6,0.0,1
10.33,2,164.54,0.0,1
12.53,2,53.82,0.0,1
13.47,2,41.97,0.0,1
15.37,3,145.17,0.0,1
13.47,3,32.94,0.0,1
14.5,2,120.97,0.01077585,1
10.5,2,61.3,0.0,1
13.7,2,249.98,0.0,1
16.83,2,86.97,0.0,1
8.6,2,63.98,0.0,1
9.5,3,47.97,0.0,1
9.97,2,60.29,0.0,1
10.53,3,247.97,0.055571,1
11.17,2,97.96,0.0,1
12.23,2,29.48,0.0,1
12.57,2,205.98,0.0,1
8.8,2,20.98,0.0,1
10.3,2,202.98,0.0,1
12.13,3,69.95,0.0,1
13.07,2,56.61,0.0,1
9.67,4,39.96,0.0,1
16.17,2,40.83,0.0,1
16.63,2,21.98,0.0,1
12.57,2,42.76,0.0,1
16.73,2,35.56,0.01811155,1
13.33,2,13.38,0.0,1
12.5,2,77.24,0.0,1
10.63,2,363.74,0.0,1
9.53,2,80.58,0.12414305,1
9.5,2,105.97,0.0,1
8.87,2,113.05,0.0,1
8.43,2,35.72,0.0,1
16.2,2,240.97,0.0,1
11.1,2,289.98,0.0,1
14.73,2,13.3,0.0,1
11.8,2,41.6,0.0,1
9.5,2,46.98,0.0,1
11.4,2,88.8,0.0,1
15.1,2,69.64,0.0927298,1
13.13,2,39.95,0.0,1
16.57,2,72.98,0.0,1
15.03,2,86.63,0.0,1
11.53,2,30.97,0.0,1
15.07,2,79.98,0.0,1
12.77,2,159.72,0.0180508,1
15.43,2,71.98,0.0,1
10.77,5,235.95,0.04314102,1
9.73,2,49.97,0.0,1
10.17,3,44.19,0.0,1
11.47,2,60.36,0.0,1
15.0,2,93.79,0.0,1
10.23,2,120.47,0.0,1
11.1,2,17.57,0.0,1
13.37,2,118.09,0.0,1
11.07,3,364.99,0.0,1
9.3,2,56.97,0.0,1
11.57,2,53.09,0.0,1
15.6,2,62.96,0.0,1
10.23,2,31.46,0.0,1
8.4,2,25.98,0.0,1
9.97,2,65.98,0.0,1
9.7,2,79.98,0.0,1
14.6,2,72.59,0.0,1
11.57,2,342.23,0.0,1
12.0,2,104.69,0.0,1
14.97,3,74.52,0.0,1
15.17,2,228.98,0.0,1
10.77,2,44.07,0.0,1
11.83,3,168.0,0.03036426667,1
10.6,2,245.88,0.0,1
11.33,2,70.37,0.0,1
12.53,2,26.94,0.0,1
9.37,2,33.98,0.052659300000000006,1
14.3,2,40.89,0.0,1
10.7,2,114.1,0.06522130000000001,1
13.7,2,226.84,0.0588144,1
8.37,2,199.96,0.02381235,0
8.87,2,85.96,0.05718115,1
15.33,2,43.98,0.0,1
14.5,3,84.42,0.0,1
13.4,2,48.76,0.0,1
10.63,2,41.94,0.0,1
12.0,2,119.78,0.0,1
14.1,2,46.76,0.0,1
15.33,2,21.09,0.0,1
15.77,2,57.98,0.0,1
13.77,2,32.33,0.0,1
15.77,2,152.85,0.0,1
9.47,3,52.83,0.0,1
12.37,2,49.62,0.0,1
8.7,2,254.96,0.0,1
14.73,2,31.98,0.0,1
14.1,2,52.97,0.0,1
10.3,2,59.08,0.0,1
9.93,2,151.92,0.03350085,1
12.7,2,69.96,0.0,1
9.43,2,107.08,0.0,1
10.13,3,180.76,0.0,1
12.67,2,134.92,0.0,1
16.67,2,149.96,0.0,1
8.33,2,79.57,0.0,1
15.37,2,33.81,0.0,1
11.1,2,59.22,0.0,1
15.73,2,97.05,0.0,1
11.9,2,59.98,0.0,1
14.7,2,46.97,0.0,1
12.5,2,52.98,0.0,1
8.63,2,193.91,0.0,1
15.53,3,94.61,0.0,1
9.8,2,122.67,0.0,1
14.77,2,214.12,0.0,1
13.67,2,39.34,0.0,1
8.73,2,248.86,0.0,1
11.9,2,235.94,0.0,1
8.43,2,199.8,0.0,1
9.6,3,253.98,0.0,1
14.63,2,17.98,0.0,1
9.23,3,70.28,0.0,1
15.03,2,173.98,0.0,1
10.83,2,306.99,0.0,1
15.2,2,76.97,0.0,1
11.73,3,123.97,0.0,1
14.5,2,37.96,0.0,1
11.87,4,113.74,0.0,1
14.97,2,120.34,0.0,1
15.4,2,67.99,0.0,1
8.5,2,101.03,0.0,1
13.57,2,204.3,0.0,1
11.97,4,94.86,0.0,1
14.63,2,66.32,0.0,1
16.83,2,61.96,0.0,1
9.17,3,47.37,0.0,1
13.93,2,84.98,0.0,1
16.03,2,80.98,0.0,1
9.07,2,484.96,0.0824394,0
10.97,3,52.32,0.0,1
13.2,2,29.76,0.0,1
12.63,2,43.48,0.0,1
9.4,2,63.78,0.0,1
8.03,2,85.48,0.0,1
9.73,2,65.97,0.0,1
9.6,2,19.98,0.0,1
11.97,2,13.93,0.0,1
10.37,3,160.95,0.0,1
14.87,3,76.07,0.0,1
17.1,2,99.98,0.0,1
14.57,2,194.98,0.02174165,1
15.8,2,45.1,0.0,1
13.17,2,189.7,0.0,1
11.5,2,19.98,0.0,1
10.73,2,339.96,0.0454429,1
15.0,2,20.47,0.0,1
9.87,2,69.43,0.0,1
9.27,2,25.96,0.0,1
9.7,2,50.97,0.0,1
14.63,2,42.75,0.0,1
15.83,2,70.09,0.0,1
8.47,2,38.98,0.0,1
12.53,4,213.9,0.0,1
9.77,2,194.94,0.0,1
10.37,2,55.68,0.0,1
10.6,2,96.98,0.0,1
15.9,3,110.12,0.0,1
9.57,2,89.64,0.0,1
8.63,2,80.44,0.0,1
9.0,2,146.97,0.04537705,1
14.63,2,93.48,0.0,1
15.87,2,96.01,0.03182695,1
13.1,2,14.98,0.0,1
10.23,5,80.11,0.0,1
12.6,2,129.86,0.0,1
10.83,2,71.39,0.0,1
10.37,2,59.98,0.0909366,1
10.5,2,59.55,0.0,1
16.87,2,28.1,0.0,1
14.4,2,53.13,0.0,1
13.5,2,229.98,0.0,1
8.2,2,92.69,0.0,1
8.5,2,33.98,0.0,1
8.43,2,21.98,0.0,1
15.23,2,51.98,0.0,1
11.03,2,486.76,0.019234900000000003,1
12.43,2,83.5,0.0,1
8.3,2,215.78,0.0,0
14.03,2,51.98,0.0,1
13.0,2,31.57,0.0,1
13.33,2,186.96,0.0,1
12.4,2,106.49,0.0,1
11.57,3,148.2,0.08416536667000002,1
12.27,2,51.48,0.0,1
13.07,2,199.98,0.0454587,1
9.1,2,66.95,0.07386025,1
16.53,2,27.98,0.0,1
10.13,2,46.57,0.0,1
10.53,2,124.98,0.07376715,1
10.5,2,68.18,0.0,1
10.57,4,251.94,0.0,1
11.87,2,77.97,0.0,1
11.9,2,429.98,0.0,1
15.93,3,458.31,0.0,1
14.8,2,113.42,0.0,1
15.47,2,307.98,0.0,1
10.07,2,58.88,0.0,1
10.73,3,67.96,0.0,1
12.37,3,53.97,0.0,1
11.27,2,479.98,0.0,1
16.4,2,125.96,0.0,1
13.47,2,47.4,0.0,1
15.27,2,48.46,0.0,1
10.23,2,77.26,0.0,1
14.37,2,82.47,0.0,1
12.23,2,101.97,0.0,1
10.3,2,31.8,0.0,1
12.3,2,129.4,0.0,1
12.03,2,41.68,0.0,1
14.73,2,45.78,0.0,1
8.5,2,91.98,0.0,1
16.4,2,347.96,0.0,1
13.13,2,43.5,0.0,1
11.7,2,31.98,0.0,1
16.37,2,28.1,0.0,1
9.5,3,151.44,0.0,1
8.77,2,49.98,0.0,1
8.3,2,49.53,0.0,1
13.93,2,41.97,0.045480400000000004,1
15.9,2,45.3,0.0,1
12.17,2,359.98,0.0,1
8.27,2,47.98,0.0,1
10.67,2,47.97,0.0,1
15.47,2,53.93,0.0,1
11.27,2,66.23,0.0,1
14.1,2,63.96,0.09096080000000001,1
11.13,2,80.97,0.0,1
12.83,2,55.98,0.0,1
10.7,2,323.96,0.06614455,1
14.47,2,61.98,0.0,1
9.53,2,50.98,0.0,1
10.77,2,60.96,0.0,1
10.87,2,49.32,0.0,1
15.4,2,102.98,0.0,1
9.23,4,119.95,0.0,1
9.23,2,310.05,0.0,1
12.87,2,219.98,0.0,1
16.77,2,52.05,0.0,1
15.63,2,58.48,0.0,1
14.73,2,88.71,0.0,1
14.47,2,54.78,0.0,1
16.97,2,36.86,0.0,1
17.13,2,21.08,0.0,1
12.6,2,79.96,0.0,1
8.63,2,21.96,0.0,1
16.9,3,114.59,0.0,1
16.13,4,174.5,0.0,1
8.93,2,74.95,0.0,1
9.63,2,30.98,0.0,1
9.27,2,9.56,0.0,1
11.57,4,356.91,0.0,1
10.4,2,27.98,0.0,1
15.3,2,112.93,0.0,1
11.9,2,47.44,0.0,1
15.1,2,64.83,0.0,1
12.7,2,347.67,0.014556200000000004,1
14.2,3,213.97,0.0,1
13.33,2,23.42,0.0,1
11.53,2,59.36,0.0,1
11.83,2,228.0,0.0,1
15.67,2,39.96,0.0,1
11.53,2,61.98,0.0,1
15.17,2,11.66,0.0,1
15.97,2,484.53,0.0,1
10.13,2,413.59,0.0,1
16.5,2,117.99,0.0,1
13.37,2,50.23,0.0,1
15.07,2,22.98,0.0,1
12.63,2,23.94,0.0,1
16.03,2,213.94,0.0,1
13.33,2,255.76,0.0,1
14.9,3,124.14,0.0,1
13.33,2,4.96,0.0,1
16.8,2,21.98,0.0,1
12.33,2,34.56,0.0,1
13.77,2,56.03,0.0,1
9.63,3,283.73,0.0,1
15.67,2,343.36,0.0,1
16.63,2,59.98,0.0,1
14.07,2,88.58,0.0,1
11.33,2,68.97,0.0,1
14.53,2,194.98,0.11112345,1
13.83,2,49.98,0.0,1
13.43,2,50.97,0.0,1
9.37,2,384.98,0.0454397,1
13.23,2,42.61,0.0,1
12.2,2,224.73,0.0,1
15.77,2,51.98,0.0,1
8.67,2,83.72,0.0,1
8.37,2,77.98,0.0,1
12.03,2,44.98,0.0,1
14.17,2,231.88,0.0,1
16.27,2,198.5,0.0,1
14.47,4,82.48,0.0,1
12.97,2,103.98,0.10785255,1
9.93,2,75.98,0.0,1
14.47,2,34.67,0.0,1
8.67,2,47.98,0.0,1
9.4,2,60.37,0.0,1
13.2,2,102.96,0.02381795,1
16.83,4,423.94,0.0,1
9.47,2,84.92,0.0,1
14.97,2,170.19,0.00490435,1
11.53,2,150.97,0.02079,1
15.9,2,79.98,0.0,1
8.97,2,22.69,0.0,1
9.87,2,22.31,0.0,1
8.8,2,55.71,0.08340089999999999,1
13.4,2,69.65,0.0124279,1
10.37,2,25.93,0.0,1
9.2,2,76.98,0.02830655,1
11.7,2,59.36,0.0,1
9.23,2,77.91,0.0,1
14.97,2,166.94,0.0238166,1
16.67,2,79.39,0.0,1
9.8,2,66.98,0.0,1
10.5,2,63.41,0.0,1
16.17,2,27.98,0.0,1
8.47,2,73.94,0.04550625,1
14.13,3,44.74,0.0,1
16.93,2,38.62,0.0,1
11.93,2,17.04,0.0,1
11.63,2,45.98,0.0,1
15.07,2,43.92,0.0910596,1
10.9,2,85.96,0.0,1
11.23,2,47.97,0.0,1
9.8,2,33.96,0.0455032,1
13.07,3,439.97,0.0,1
9.2,2,359.97,0.0,1
9.8,2,21.98,0.0,1
15.77,2,334.39,0.0,1
13.67,2,109.86,0.026572900000000003,1
13.07,2,156.89,0.06930785,1
14.57,2,7.03,0.0,1
13.43,5,215.11,0.0,1
15.27,3,228.94,0.0,1
11.57,2,67.46,0.0,1
8.73,2,48.12,0.0,1
12.73,2,306.64,0.0,1
10.17,2,241.0,0.0,1
11.23,2,77.94,0.0,1
10.27,2,135.69,0.0,1
15.43,2,58.4,0.0,1
14.97,2,56.61,0.0,1
10.73,2,63.64,0.0,1
9.33,2,59.96,0.0,1
10.6,2,245.46,0.0,1
8.83,2,267.49,0.0,1
11.53,3,126.95,0.0,1
9.93,2,50.08,0.0,1
9.57,2,28.99,0.0,1
15.9,2,34.97,0.0,1
12.47,2,72.56,0.0,1
16.43,2,146.84,0.0,1
16.57,2,162.84,0.021452900000000004,1
10.73,2,228.96,0.0,1
9.13,2,25.98,0.04548635,1
14.6,2,625.94,0.0625078,1
13.7,2,271.38,0.0,1
10.63,2,43.11,0.0,1
10.53,2,56.96,0.0,1
16.33,2,210.86,0.0,1
8.07,2,31.98,0.0,1
12.07,3,32.58,0.0,1
12.63,2,91.98,0.0,1
10.1,2,179.94,0.0,1
11.17,3,53.97,0.12227976667,1
13.9,2,119.98,0.0,1
12.3,4,121.94,0.0,1
14.67,2,222.22,0.0,1
11.17,2,83.97,0.0,1
8.7,2,234.98,0.0,1
10.3,2,108.96,0.0,1
13.2,2,267.78,0.012893799999999999,1
13.7,2,165.7,0.0,1
16.6,2,201.97,0.0,1
12.43,2,32.97,0.06345945,1
15.3,2,60.66,0.0,1
14.07,2,147.98,0.03571685,1
11.1,2,92.98,0.0,1
14.13,2,50.46,0.0,1
16.0,2,97.02,0.0,1
13.2,2,49.5,0.0,1
13.93,2,83.52,0.0,1
10.53,2,189.98,0.11924805,1
14.47,2,47.52,0.0,1
12.27,2,58.5,0.0,1
12.27,3,62.82,0.0,1
13.03,4,157.81,0.0,1
12.67,3,255.94,0.03119503333,1
16.4,2,65.97,0.0,1
13.13,2,203.77,0.0,1
11.83,2,216.98,0.0,1
8.27,2,71.98,0.0,1
17.0,2,82.02,0.0,1
9.63,3,105.94,0.0,1
11.37,4,227.74,0.0,1
14.3,2,95.82,0.02383135,1
8.1,2,72.41,0.0,1
9.03,3,101.97,0.0,1
10.87,2,56.17,0.0,1
12.17,2,59.3,0.0,1
15.27,2,167.63,0.0,1
12.17,2,31.12,0.0,1
13.57,2,125.41,0.0,1
13.73,2,107.17,0.0,1
8.93,3,67.84,0.0,1
9.9,3,203.12,0.06467863333,1
8.43,2,60.96,0.0,1
13.6,2,60.28,0.0,1
14.0,2,172.76,0.01363435,1
8.53,3,89.84,0.0,1
15.27,2,50.74,0.0,1
12.53,2,74.67,0.0,1
12.37,2,41.53,0.0424809,1
10.93,2,48.98,0.08335905,1
15.23,2,76.84,0.0,1
12.17,3,273.79,0.05391093333,1
8.3,2,56.82,0.0,1
15.0,2,112.98,0.0,1
9.9,2,16.98,0.0,1
14.33,2,166.36,0.0,1
14.0,3,89.97,0.0,1
10.9,2,152.97,0.0,1
12.7,2,29.36,0.0,1
11.2,2,305.65,0.0,1
9.43,2,125.31,0.0,1
11.8,2,39.98,0.0,1
11.6,2,274.97,0.01219645,1
14.97,2,97.98,0.0,1
15.93,2,18.42,0.0,1
9.83,2,49.98,0.0,1
15.43,2,32.9,0.0,1
15.03,2,31.77,0.0,1
12.37,2,91.38,0.0,1
15.33,2,73.95,0.03450655,1
16.63,2,43.55,0.0,1
9.6,2,38.32,0.0,1
12.9,2,66.03,0.0,1
8.2,2,39.98,0.0,1
16.93,2,98.42,0.0,1
10.6,2,111.97,0.11924805,1
10.7,2,40.95,0.0,1
16.63,3,80.95,0.0,1
13.03,2,179.98,0.10785255,1
11.0,2,21.91,0.0,1
10.67,3,509.97,0.0,1
15.03,2,374.97,0.0,1
12.5,2,205.98,0.0,1
8.47,2,43.97,0.0,1
15.03,3,569.96,0.0,1
8.07,2,60.98,0.0,1
10.67,2,599.98,0.0,1
12.63,3,73.96,0.0,1
9.47,3,77.16,0.0,1
12.17,2,53.39,0.0,1
15.9,2,55.38,0.0,1
15.2,2,66.99,0.0,1
12.0,2,76.21,0.0,1
8.9,2,65.98,0.04546705,1
9.67,2,49.67,0.0,1
13.2,2,31.28,0.0,1
8.77,2,47.96,0.0,1
9.4,2,64.98,0.0,1
13.8,2,190.96,0.047628500000000004,1
11.43,2,49.98,0.0,1
14.0,2,72.96,0.0,1
8.4,2,133.98,0.0,1
12.53,2,121.98,0.046890100000000004,1
11.3,2,59.36,0.0,1
14.93,2,188.96,0.0,1
16.47,2,25.86,0.0,1
14.6,2,249.98,0.0833389,1
10.97,2,510.94,0.0,1
9.23,2,37.98,0.0,1
16.73,2,21.06,0.0,1
15.03,2,76.56,0.0,1
8.63,2,231.98,0.0,1
14.2,2,61.83,0.0,1
14.5,2,69.98,0.0,1
10.63,2,76.01,0.0,1
9.0,2,10.67,0.0,1
15.1,2,70.55,0.0,1
14.4,2,138.19,0.0,1
13.0,4,323.33,0.0,1
14.93,2,58.63,0.0,1
13.63,2,101.68,0.0,1
11.07,2,43.86,0.0,1
15.4,2,37.57,0.0,1
15.3,2,58.88,0.0,1
13.43,2,274.76,0.0,1
16.03,2,99.11,0.0,1
8.13,2,79.2,0.0,1
9.93,2,105.73,0.0,1
8.83,2,95.98,0.0,1
12.63,3,117.21,0.0,1
10.23,2,29.53,0.0,1
8.33,3,77.71,0.0,1
12.73,2,23.96,0.0,1
15.23,3,72.77,0.0,1
14.77,3,289.97,0.0,1
9.57,2,42.98,0.0,1
16.83,3,18.54,0.0,1
13.67,2,447.33,0.0,1
11.2,3,301.06,0.0,1
14.03,2,117.67,0.0,1
11.03,2,52.89,0.0,1
13.4,2,112.86,0.0,1
13.37,2,45.13,0.0,1
9.0,3,76.92,0.0,1
10.2,2,46.48,0.0,1
16.23,2,28.99,0.0,1
9.57,3,177.76,0.0,1
8.2,2,32.79,0.0,1
16.13,2,52.19,0.0,1
14.97,4,76.95,0.0,1
10.87,2,534.0,0.0,1
13.17,3,120.63,0.0,1
8.9,2,22.63,0.0,1
12.57,2,129.82,0.0,1
14.13,2,37.96,0.0,1
10.13,2,240.62,0.0,1
11.7,2,111.91,0.0,1
12.7,3,124.98,0.0,1
16.67,2,52.73,0.0,1
11.37,3,84.48,0.0,1
8.77,2,30.98,0.0,1
16.6,2,63.22,0.0,1
10.03,2,57.56,0.0,1
12.7,2,41.75,0.0,1
16.07,2,302.96,0.0,1
13.77,2,56.98,0.0,1
10.63,2,135.0,0.0,1
15.97,2,45.94,0.0,1
16.6,2,56.22,0.0,1
9.87,2,34.16,0.0376952,1
16.23,2,96.08,0.0,1
11.33,2,27.98,0.0,1
10.63,4,67.32,0.06619610000000001,1
14.6,2,110.51,0.0,1
9.2,2,36.98,0.0,1
14.77,2,241.1,0.04489655,1
12.0,2,33.8,0.0,1
9.07,2,71.67,0.0905615,1
12.47,2,25.72,0.0,1
11.87,2,67.34,0.0,1
12.97,2,22.54,0.0,1
15.97,2,98.13,0.083346,1
14.8,2,270.97,0.0,1
12.83,2,35.98,0.0,1
13.53,2,95.82,0.0,1
16.7,2,202.74,0.0,1
8.43,2,25.9,0.0,1
9.13,2,79.97,0.0,1
11.63,2,54.98,0.0238166,1
13.73,2,135.09,0.0454587,1
16.2,2,101.97,0.10479455,1
10.33,2,432.98,0.0,1
9.03,2,92.52,0.0,1
12.67,2,49.2,0.0,1
9.13,2,75.97,0.0,1
10.57,2,234.94,0.0238166,1
14.97,2,71.28,0.0,1
14.23,2,83.98,0.0,1
13.33,2,77.98,0.0,1
10.6,2,63.89,0.0,1
9.57,2,38.98,0.0,1
13.4,2,79.42,0.0,1
9.93,2,106.24,0.0,1
8.43,2,44.73,0.0,1
11.07,2,134.76,0.0,1
15.73,2,24.22,0.0,1
16.5,2,60.17,0.04547805,1
11.03,2,31.88,0.0,1
14.4,2,40.38,0.0,1
10.8,2,42.97,0.0,1
15.97,5,208.92,0.0,1
10.2,2,197.47,0.0,1
11.53,2,119.97,0.0,1
14.1,2,268.76,0.0,1
14.23,2,99.79,0.0,1
8.37,2,23.41,0.0,1
16.77,2,34.67,0.0,1
14.57,2,129.26,0.04759595,1
14.97,2,268.96,0.0,1
10.17,2,14.98,0.0,1
13.07,2,39.98,0.0,1
16.4,2,117.63,0.0,1
15.07,2,68.74,0.0,1
15.17,2,309.74,0.0,1
14.87,2,79.98,0.0,1
15.2,2,54.97,0.0,1
12.13,2,39.58,0.0,1
16.17,2,32.8,0.0,1
10.1,2,63.71,0.0,1
11.17,2,41.72,0.0,1
13.73,2,68.71,0.0,1
11.5,2,153.98,0.047624900000000005,1
16.47,2,27.06,0.0,1
14.23,2,41.17,0.0,1
9.13,2,164.0,0.0,1
9.63,2,48.39,0.0,1
16.87,2,147.59,0.0,1
13.2,2,93.93,0.0,1
16.1,2,189.75,0.00767045,1
11.4,3,54.89,0.0,1
8.67,3,86.97,0.0,1
8.87,2,63.98,0.0,1
10.2,2,38.98,0.0,1
10.1,3,70.97,0.04349176667,1
9.0,2,135.97,0.02830635,1
8.3,2,108.83,0.0,1
15.77,2,230.53,0.00749685,1
14.67,2,110.04,0.0,1
14.97,2,285.95,0.0,1
9.5,2,65.66,0.0,1
14.4,3,317.95,0.031756099999999995,1
11.6,2,19.38,0.0,1
14.07,2,194.98,0.0,1
14.23,2,59.98,0.0,1
10.13,2,73.98,0.0,1
16.37,2,17.89,0.0,1
14.53,2,25.98,0.0625391,1
10.2,3,20.67,0.0,1
8.77,2,47.97,0.0,1
15.67,2,19.79,0.0,1
11.1,2,66.03,0.0,1
13.03,2,70.22,0.0,1
10.0,2,54.51,0.0,1
16.4,2,474.5,0.0,1
8.87,3,184.9,0.0,1
13.13,2,164.98,0.0,1
16.83,2,20.61,0.0,1
11.67,2,53.83,0.0,1
9.93,2,66.93,0.0238196,1
12.27,2,62.98,0.04546705,1
12.8,2,35.79,0.0,1
16.43,2,35.43,0.0,1
14.83,2,279.98,0.0,1
12.93,2,40.81,0.0,1
9.0,3,120.97,0.004649100000000001,1
13.23,3,308.18,0.0,1
12.07,2,39.98,0.0,1
12.5,2,23.35,0.0,1
13.83,2,24.58,0.0,1
16.4,2,133.93,0.0239942,1
15.03,3,544.95,0.06011246667,1
10.3,2,59.08,0.0,1
12.5,4,105.96,0.0,1
11.23,2,18.72,0.0,1
11.13,2,63.98,0.04546745,1
9.9,2,599.94,0.0,1
12.23,2,28.02,0.0,1
9.27,2,66.48,0.0,1
13.13,2,579.97,0.0013299000000000002,1
11.33,2,55.98,0.02381765,1
11.73,2,44.92,0.0,1
17.17,2,347.96,0.0,1
14.37,2,215.82,0.0,1
12.97,2,39.98,0.0,1
10.23,2,39.96,0.0,1
14.73,3,77.97,0.0,1
15.43,4,214.91,0.0,1
8.33,2,209.98,0.0,0
12.83,2,86.98,0.0,1
11.83,2,105.97,0.0,1
12.97,2,37.98,0.0,1
9.93,2,19.98,0.0,1
15.93,2,67.54,0.0,1
15.57,2,214.64,0.0,1
15.67,2,240.18,0.0,1
15.53,2,116.98,0.0454587,1
13.97,2,99.98,0.0,1
12.83,2,53.06,0.0,1
13.67,2,59.72,0.0,1
8.7,2,35.98,0.0,1
10.5,3,221.38,0.051028866669999985,1
15.97,2,140.62,0.0035865000000000007,1
16.6,2,159.98,0.0,1
11.6,3,84.97,0.0,1
14.33,2,68.31,0.0,1
16.1,2,54.97,0.0,1
16.7,2,31.98,0.0,1
14.6,3,96.52,0.0,1
10.9,2,36.11,0.0,1
10.07,2,25.38,0.0,1
16.8,2,58.58,0.0,1
15.63,2,88.27,0.0,1
10.93,2,39.98,0.0,1
10.47,2,36.09,0.0,1
10.2,2,59.98,0.0,1
8.4,2,95.98,0.0,1
16.73,2,187.5,0.0,1
12.3,2,30.95,0.0,1
10.07,2,71.98,0.0,1
16.57,2,239.98,0.0,1
16.2,3,302.94,0.00115136667,1
12.13,3,18.24,0.0,1
8.83,2,79.98,0.0,1
8.17,2,90.52,0.0,1
9.63,2,71.98,0.0,1
9.6,2,31.98,0.0,1
13.03,2,101.98,0.0,1
12.9,2,295.41,0.0056257,1
11.37,2,41.96,0.0454841,1
15.7,3,90.44,0.0,1
11.3,2,55.25,0.0,1
16.63,2,53.98,0.04546985,1
12.9,2,35.13,0.0,1
15.43,2,67.99,0.0,1
15.63,2,52.15,0.0,1
8.9,2,36.18,0.0,1
14.63,2,31.59,0.0,1
10.6,2,181.98,0.11924805,1
10.53,2,439.98,0.0,1
14.17,2,35.98,0.0,1
12.27,2,63.18,0.0,1
10.1,2,56.46,0.0,1
10.23,2,35.98,0.0,1
16.2,2,198.03,0.0,1
8.93,3,389.88,0.0,0
12.23,2,74.9,0.0,1
16.27,2,251.19,0.0,1
10.13,2,56.76,0.0,1
16.2,2,79.98,0.0,1
15.87,2,215.95,0.0,1
15.87,2,5.98,0.0,1
